OBJECTID;AV_FE_APER;AV_PROF;AV_TIPO_EL;AV_ELE_TUB;TR_DIA_INT;TR_DIA_EXT;TR_MATERIA;TR_LONG;TR_FE_INST;TR_FE_UREV;TR_IMPULSI;TR_RUG;TR_TIPO_RE;AV_ESPROVO;FECHA
45;20120627;0,60000000000;DIS;1;26,00000000000;32,00000000000;PAD;32,53464207650;19870101;0;0;0,00600000000;P;N;27/06/2012
47;20120628;0,60000000000;DIS;1;40,80000000000;50,00000000000;PAD;36,33678275270;19870101;0;0;0,00600000000;P;N;28/06/2012
48;20120628;0,40000000000;DIS;1;90,00000000000;110,00000000000;PAD;15,40014712950;20131211;0;0;0,00600000000;P;N;28/06/2012
5337;20180302;1,00000000000;DIS;1;40,80000000000;50,00000000000;PAD;336,33823401200;19870101;0;0;0,00600000000;P;N;02/03/2018
50;20120629;1,00000000000;DIS;1;26,00000000000;32,00000000000;PAD;268,04798646000;19870101;0;0;0,00600000000;P;N;29/06/2012
51;20120629;0,80000000000;DIS;1;26,00000000000;32,00000000000;PAD;156,34879808200;19870101;0;0;0,00600000000;P;N;29/06/2012
53;20120502;1,00000000000;DIS;1;63,80000000000;75,00000000000;PVB;271,62703686000;19870101;0;0;0,00900000000;P;N;02/05/2012
55;20120502;1,00000000000;DIS;1;42,60000000000;50,00000000000;PVB;60,72697183390;19870101;0;0;0,00900000000;P;N;02/05/2012
5338;20180302;0,70000000000;ACO;0;60,00000000000;76,00000000000;FBA;208,49173255800;19700509;0;0;0,09900000000;P;N;02/03/2018
57;20120503;1,00000000000;DIS;1;40,80000000000;50,00000000000;PAD;6,23556016213;19870101;0;0;0,00600000000;P;N;03/05/2012
58;20120504;0,80000000000;DIS;1;40,80000000000;50,00000000000;PAD;127,42404463000;20070104;0;0;0,00600000000;P;N;04/05/2012
59;20120504;0,60000000000;DIS;1;60,00000000000;76,00000000000;FBA;75,70348245470;19700509;0;0;0,09900000000;P;N;04/05/2012
60;20120504;0,70000000000;DIS;1;51,40000000000;63,00000000000;PAD;21,59352720920;20140410;20171113;0;0,00600000000;P;N;04/05/2012
61;20120508;0,50000000000;DIS;1;20,40000000000;25,00000000000;PAD;224,69633903900;19870101;0;0;0,00600000000;P;N;08/05/2012
62;20120509;1,20000000000;DIS;1;150,00000000000;170,00000000000;FD;54,47178618960;20140606;20171114;0;0,10100000000;P;N;09/05/2012
64;20120509;1,00000000000;DIS;1;63,80000000000;75,00000000000;PVB;76,46641756660;19870101;0;0;0,00900000000;P;N;09/05/2012
5340;20180302;1,00000000000;ACO;0;1,00000000000;1,00000000000;DES;85,96657071000;19870101;0;0;0,00000000000;P;N;02/03/2018
65;20120510;0,50000000000;DIS;1;27,20000000000;32,00000000000;PVB;582,29039194100;19870101;0;0;0,00900000000;P;N;10/05/2012
66;20120510;0,60000000000;DIS;1;27,20000000000;32,00000000000;PVB;582,29039194100;19870101;0;0;0,00900000000;P;N;10/05/2012
67;20120510;0,60000000000;DIS;1;32,60000000000;40,00000000000;PAD;34,56692715220;19870101;0;0;0,00600000000;P;N;10/05/2012
68;20120510;0,90000000000;DIS;1;27,20000000000;32,00000000000;PVB;288,03091623200;19870101;0;0;0,00900000000;S;N;10/05/2012
70;20120511;0,90000000000;DIS;1;42,60000000000;50,00000000000;PVB;754,27864393900;19870101;0;0;0,00900000000;P;N;11/05/2012
71;20120511;1,30000000000;DIS;1;53,60000000000;63,00000000000;PVB;964,57397832300;19870101;0;0;0,00900000000;P;N;11/05/2012
5341;20180302;0,50000000000;DIS;1;50,00000000000;66,00000000000;FBA;58,65965834370;19700509;0;0;0,09900000000;P;N;02/03/2018
74;20120516;0,60000000000;DIS;1;32,60000000000;40,00000000000;PAD;76,05730722770;19870101;0;0;0,00600000000;P;N;16/05/2012
75;20120516;0,50000000000;DIS;1;27,20000000000;32,00000000000;PVB;421,96021631700;19870101;0;0;0,00900000000;P;N;16/05/2012
76;20120517;0,50000000000;DIS;1;32,60000000000;40,00000000000;PAD;22,57827347270;19870101;0;0;0,00600000000;P;N;17/05/2012
77;20120518;0,60000000000;DIS;1;20,40000000000;25,00000000000;PAD;31,54837661830;19870101;0;0;0,00600000000;P;N;18/05/2012
78;20120518;0,80000000000;DIS;1;80,00000000000;98,00000000000;FBA;43,42410071950;19700509;0;0;0,09900000000;P;N;18/05/2012
79;20120518;0,50000000000;DIS;1;40,80000000000;50,00000000000;PAD;113,61902564300;20070104;0;0;0,00600000000;P;N;18/05/2012
82;20120521;0,80000000000;DIS;1;20,40000000000;25,00000000000;PAD;224,69633903900;19870101;0;0;0,00600000000;P;N;21/05/2012
84;20120522;1,00000000000;DIS;1;20,40000000000;25,00000000000;PAD;78,72331153020;19870101;0;0;0,00600000000;P;N;22/05/2012
85;20120523;0,70000000000;DIS;1;27,20000000000;32,00000000000;PVB;421,96021631700;19870101;0;0;0,00900000000;P;N;23/05/2012
86;20120524;0,50000000000;DIS;1;40,80000000000;50,00000000000;PAD;127,42404463000;20070104;0;0;0,00600000000;P;N;24/05/2012
87;20120525;1,20000000000;DIS;1;100,00000000000;116,00000000000;FBA;122,74958671900;19700509;0;0;0,09900000000;P;N;25/05/2012
5344;20180304;1,00000000000;ACO;0;150,00000000000;170,00000000000;FBA;22,71701198220;19700509;0;0;0,09900000000;P;N;04/03/2018
90;20120528;0,60000000000;DIS;1;26,00000000000;32,00000000000;PAD;36,36445506210;19870101;0;0;0,00600000000;P;N;28/05/2012
91;20120529;1,10000000000;DIS;1;53,60000000000;63,00000000000;PVB;294,52010034000;19870101;0;0;0,00900000000;P;N;29/05/2012
